SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
1833,4,3,Suburb,1954,"AED 1,39,344"
2823,3,3,Suburb,1972,"AED 2,46,155"
1726,4,2,Suburb,2000,"AED 2,18,373"
2982,2,3,Rural,1974,"AED 3,09,840"
1853,2,2,Urban,1973,"AED 2,19,293"
1050,4,3,Suburb,1979,"AED 2,03,482"
2688,3,2,Urban,2000,"AED 2,20,036"
2721,3,3,Rural,1979,"AED 3,65,466"
1574,3,2,Urban,2021,"AED 1,25,013"
2213,4,1,Suburb,1995,"AED 2,34,127"
2148,3,3,Urban,2006,"AED 2,13,331"
1149,3,3,Suburb,1978,"AED 91,677"
1313,5,2,Rural,2011,"AED 2,62,435"
1569,3,1,Rural,1978,"AED 1,84,360"
2365,2,1,Suburb,1986,"AED 3,23,820"
1304,3,2,Rural,1989,"AED 97,809"
2715,4,3,Urban,2004,"AED 2,98,076"
1681,4,1,Rural,1975,"AED 1,28,702"
1837,3,3,Rural,1976,"AED 1,29,730"
2806,4,2,Rural,2000,"AED 3,26,637"
2077,4,3,Rural,1971,"AED 2,41,442"
2002,3,1,Suburb,2014,"AED 2,59,034"
1443,5,2,Rural,1987,"AED 2,99,103"
1612,5,1,Suburb,1950,"AED 1,27,304"
1992,5,3,Suburb,1964,"AED 2,10,319"
1263,5,3,Suburb,1960,"AED 1,88,936"
2076,2,2,Urban,2005,"AED 1,85,380"
2595,3,1,Urban,1987,"AED 2,94,176"
2003,4,1,Suburb,2003,"AED 1,98,736"
2643,4,1,Urban,1972,"AED 2,68,808"
1004,3,2,Rural,1986,"AED 65,228"
2126,4,3,Urban,2000,"AED 2,62,088"
2219,2,3,Rural,2010,"AED 2,55,399"
1773,5,3,Urban,1971,"AED 2,00,902"
1876,3,1,Suburb,2015,"AED 2,37,629"
1991,4,2,Suburb,2004,"AED 2,01,135"
1883,2,1,Urban,2016,"AED 3,27,202"
2373,4,2,Rural,1975,"AED 3,13,573"
1046,2,1,Rural,1987,"AED 1,61,735"
1866,4,2,Suburb,1999,"AED 1,35,187"
1822,5,1,Rural,1972,"AED 2,06,442"
1935,3,1,Suburb,2002,"AED 1,76,508"
2843,5,2,Urban,1988,"AED 2,95,896"
1655,5,3,Urban,1972,"AED 2,15,023"
1268,4,3,Urban,2015,"AED 1,45,269"
1369,5,2,Suburb,1977,"AED 1,56,946"
1635,3,2,Urban,2009,"AED 2,46,606"
2129,2,3,Rural,2016,"AED 1,94,239"
2693,2,1,Suburb,1959,"AED 2,81,992"
2682,4,3,Rural,1983,"AED 2,58,072"
1656,3,2,Urban,1950,"AED 1,49,913"
1119,3,1,Suburb,1986,"AED 1,18,572"
1830,2,2,Suburb,2017,"AED 2,58,491"
2810,2,3,Suburb,2020,"AED 2,37,178"
2627,5,1,Urban,2016,"AED 2,83,417"
2081,4,3,Suburb,2007,"AED 2,34,683"
2974,2,3,Suburb,1965,"AED 2,36,267"
2369,2,3,Urban,2013,"AED 2,20,217"
1740,3,1,Urban,1977,"AED 2,31,805"
2497,3,3,Rural,2019,"AED 2,93,908"
1116,3,1,Rural,1977,"AED 1,48,823"
2853,2,3,Rural,1967,"AED 3,17,838"
1790,4,3,Suburb,1992,"AED 3,11,155"
2150,5,2,Urban,1963,"AED 2,56,000"
2416,4,3,Rural,1971,"AED 2,15,724"
2931,2,1,Rural,1963,"AED 2,49,357"
2012,5,2,Urban,1968,"AED 2,23,423"
2664,4,1,Suburb,1968,"AED 2,72,865"
2081,2,3,Urban,1988,"AED 2,02,344"
1633,4,2,Urban,1982,"AED 2,28,849"
1512,2,2,Urban,1987,"AED 2,40,983"
2774,3,2,Suburb,1981,"AED 2,89,649"
1801,4,1,Rural,1963,"AED 1,44,200"
2119,3,2,Rural,1972,"AED 2,57,560"
2661,3,2,Suburb,1975,"AED 2,73,197"
2141,5,1,Urban,1999,"AED 2,35,010"
1559,5,1,Urban,2018,"AED 1,66,048"
2624,4,1,Rural,2004,"AED 2,58,772"
1487,2,3,Rural,2016,"AED 96,386"
2260,5,1,Urban,1969,"AED 2,46,586"
2908,5,1,Suburb,2005,"AED 3,04,456"
1896,3,2,Rural,1964,"AED 1,71,955"
2295,3,3,Suburb,2008,"AED 1,75,119"
2212,2,2,Suburb,2006,"AED 2,73,978"
1703,5,1,Urban,1980,"AED 1,33,661"
2470,5,1,Suburb,2018,"AED 2,76,587"
1580,2,2,Urban,1963,"AED 1,99,266"
1789,5,3,Suburb,1971,"AED 1,33,679"
1860,4,3,Rural,1996,"AED 1,87,289"
1246,4,2,Urban,1991,"AED 1,95,380"
2986,2,1,Urban,2020,"AED 2,90,468"
2099,3,3,Urban,2010,"AED 1,25,993"
1153,2,3,Urban,1954,"AED 1,64,864"
2679,4,2,Rural,1973,"AED 2,71,132"
2458,5,3,Urban,1963,"AED 2,72,402"
1996,5,1,Urban,1997,"AED 2,14,624"
2109,3,2,Rural,1964,"AED 2,70,288"
1696,3,3,Suburb,1977,"AED 2,63,721"
2308,4,1,Rural,1982,"AED 3,43,733"
2997,3,1,Suburb,1996,"AED 3,86,974"
2243,2,2,Urban,2000,"AED 2,32,462"
2092,4,2,Urban,2005,"AED 2,46,644"
2070,5,1,Suburb,2015,"AED 1,36,921"
2008,5,1,Urban,2003,"AED 2,65,747"
1093,5,3,Rural,1950,"AED 1,18,968"
2773,3,3,Rural,1962,"AED 2,25,776"
1957,4,3,Rural,2004,"AED 2,91,978"
2011,3,3,Suburb,1993,"AED 2,61,284"
1452,2,3,Suburb,2003,"AED 2,40,943"
2227,4,2,Suburb,2016,"AED 2,16,204"
1911,3,3,Urban,1998,"AED 1,32,356"
1217,5,3,Suburb,2019,"AED 2,28,079"
1473,5,3,Rural,1958,"AED 1,48,490"
1431,2,1,Suburb,1992,"AED 1,50,463"
1340,2,3,Rural,2014,"AED 2,26,047"
1550,2,2,Urban,2013,"AED 1,15,707"
2635,5,1,Suburb,1988,"AED 2,70,139"
2312,3,1,Rural,1986,"AED 2,00,589"
2277,5,3,Rural,1975,"AED 2,58,865"
2757,5,1,Suburb,1983,"AED 2,96,494"
1356,5,3,Urban,1985,"AED 1,22,490"
1022,3,3,Suburb,1995,"AED 1,15,203"
2785,5,3,Urban,2013,"AED 3,41,637"
1521,2,2,Rural,1975,"AED 2,02,351"
2781,2,1,Suburb,1959,"AED 3,03,105"
2860,2,1,Suburb,1980,"AED 3,11,184"
2123,2,1,Rural,2007,"AED 1,49,038"
1801,5,1,Urban,1977,"AED 2,70,736"
2203,5,1,Suburb,1984,"AED 2,63,493"
2246,5,3,Suburb,2006,"AED 3,24,177"
2929,2,3,Suburb,1969,"AED 3,37,270"
1761,3,3,Urban,1985,"AED 2,49,808"
2682,4,2,Rural,2012,"AED 2,40,370"
1441,4,2,Rural,2019,"AED 3,16,311"
2631,4,2,Rural,1993,"AED 3,01,656"
1768,3,2,Urban,1962,"AED 2,45,824"
2015,5,1,Urban,1982,"AED 2,60,272"
2348,4,2,Rural,1999,"AED 2,23,082"
1515,4,1,Suburb,1994,"AED 1,33,643"
2039,5,1,Urban,2004,"AED 2,35,473"
1791,4,1,Rural,1999,"AED 1,52,462"
1335,5,3,Rural,2001,"AED 2,55,990"
2782,4,3,Suburb,1996,"AED 3,26,470"
1257,5,1,Suburb,1992,"AED 2,18,503"
1496,2,2,Urban,1959,"AED 2,02,685"
1895,3,1,Urban,1997,"AED 1,59,564"
1159,4,3,Rural,2017,"AED 1,67,817"
2498,5,2,Urban,2004,"AED 3,28,341"
1851,2,3,Suburb,1991,"AED 2,06,542"
2687,5,2,Urban,1980,"AED 2,54,674"
2931,4,3,Urban,1979,"AED 3,01,490"
1689,4,1,Urban,2019,"AED 2,11,224"
2698,4,3,Urban,1956,"AED 3,45,221"
1379,4,2,Suburb,1981,"AED 1,03,848"
2568,4,3,Urban,1991,"AED 2,54,537"
2952,2,2,Suburb,1975,"AED 3,52,851"
1956,5,3,Urban,1961,"AED 1,73,720"
1690,5,3,Rural,1963,"AED 1,97,888"
2450,4,1,Urban,1990,"AED 2,65,276"
2636,5,2,Suburb,1992,"AED 3,38,456"
2291,2,2,Suburb,1979,"AED 2,60,643"
2858,4,1,Rural,1958,"AED 3,04,034"
2600,3,3,Rural,1969,"AED 2,87,192"
2440,2,2,Suburb,2017,"AED 2,70,581"
2191,4,2,Suburb,1974,"AED 2,52,500"
2865,5,2,Urban,1952,"AED 3,71,295"
2066,2,1,Suburb,1986,"AED 2,57,402"
2579,4,1,Suburb,1977,"AED 2,84,905"
1284,5,2,Rural,2009,"AED 2,11,770"
1396,5,3,Suburb,2009,"AED 2,86,857"
1011,4,3,Rural,1969,"AED 1,75,101"
2630,2,1,Urban,2018,"AED 2,61,717"
2325,4,3,Rural,1957,"AED 1,92,112"
2921,4,1,Urban,2021,"AED 2,87,288"
2276,4,2,Rural,1981,"AED 2,55,596"
1498,4,2,Rural,1973,"AED 2,88,403"
1753,4,2,Urban,1974,"AED 1,85,248"
1034,5,1,Suburb,1969,"AED 2,09,782"
1726,4,3,Rural,2002,"AED 2,15,866"
1848,2,2,Suburb,1970,"AED 1,74,159"
1089,3,3,Suburb,1978,"AED 80,169"
1775,4,3,Suburb,2011,"AED 1,97,441"
1604,2,1,Urban,2021,"AED 1,38,312"
2945,3,1,Rural,1983,"AED 2,72,553"
1969,2,3,Rural,1996,"AED 1,50,368"
2625,5,3,Suburb,1991,"AED 2,67,945"
2021,5,2,Rural,1958,"AED 1,92,499"
1417,3,2,Suburb,1985,"AED 1,54,704"
1114,3,2,Urban,1956,"AED 1,32,670"
1616,3,3,Urban,2016,"AED 1,43,155"
2926,5,1,Rural,1983,"AED 2,97,645"
2219,5,3,Suburb,2005,"AED 2,46,920"
1825,2,2,Urban,1986,"AED 2,30,264"
2524,5,2,Rural,2019,"AED 3,28,546"
2649,3,1,Suburb,2004,"AED 2,70,557"
2516,4,3,Suburb,1985,"AED 2,75,162"
2098,4,2,Rural,1959,"AED 1,85,514"
1412,3,1,Suburb,1990,"AED 1,49,130"
2399,5,2,Rural,2000,"AED 2,14,095"
2443,3,1,Rural,1954,"AED 2,90,060"
1728,5,3,Urban,1986,"AED 1,49,000"
2300,4,1,Urban,2006,"AED 2,67,486"
2020,2,3,Rural,1978,"AED 1,90,984"
1760,5,3,Suburb,2005,"AED 3,29,139"
1675,2,2,Urban,1980,"AED 2,16,086"
2417,4,3,Suburb,2001,"AED 2,98,585"
2892,2,2,Rural,1962,"AED 2,95,605"
1456,2,2,Rural,1978,"AED 2,20,667"
1919,3,3,Suburb,2007,"AED 2,24,202"
1191,2,1,Urban,1977,"AED 1,03,170"
1738,4,3,Urban,1980,"AED 2,41,772"
2712,5,3,Urban,1996,"AED 3,05,955"
2122,2,1,Urban,2014,"AED 1,52,222"
2571,5,2,Suburb,2009,"AED 2,39,858"
1977,3,2,Urban,1979,"AED 2,84,246"
2008,4,3,Suburb,2017,"AED 2,14,464"
1095,4,1,Urban,2021,"AED 1,72,054"
2687,5,1,Urban,2003,"AED 2,33,841"
1662,4,1,Suburb,2013,"AED 2,40,335"
2213,3,1,Suburb,1961,"AED 1,43,838"
2759,5,3,Suburb,1961,"AED 2,31,150"
1036,4,3,Rural,2005,"AED 57,693"
2803,3,2,Suburb,1968,"AED 3,14,397"
2392,3,1,Rural,1985,"AED 2,69,267"
2718,2,3,Suburb,1963,"AED 2,46,524"
2548,4,3,Suburb,1953,"AED 1,92,437"
1278,5,1,Suburb,1954,"AED 2,14,298"
1216,2,1,Rural,1991,"AED 1,51,149"
1866,5,2,Rural,2009,"AED 2,41,161"
1872,2,1,Rural,1986,"AED 2,11,510"
2821,3,2,Suburb,1980,"AED 2,30,252"
2296,2,2,Suburb,2006,"AED 2,28,945"
2904,2,1,Rural,2001,"AED 2,72,998"
1061,2,1,Rural,1992,"AED 71,057"
1595,4,3,Suburb,2004,"AED 1,38,739"
2903,2,1,Urban,1958,"AED 3,06,801"
1728,3,1,Rural,2001,"AED 2,21,433"
2365,5,2,Suburb,2002,"AED 2,60,066"
1396,4,1,Urban,1982,"AED 1,93,686"
1698,3,3,Urban,1951,"AED 2,53,164"
2042,4,3,Rural,1972,"AED 2,60,611"
1176,5,1,Suburb,1965,"AED 1,91,112"
2635,5,1,Suburb,1997,"AED 2,36,979"
1395,5,2,Rural,1953,"AED 1,42,709"
1444,4,1,Rural,1974,"AED 90,595"
2256,4,2,Suburb,2017,"AED 2,32,944"
2938,5,1,Urban,2016,"AED 2,08,321"
1075,5,2,Rural,1988,"AED 1,70,588"
1264,3,3,Suburb,1971,"AED 1,85,462"
1454,5,1,Urban,2009,"AED 1,19,379"
2819,2,1,Urban,1985,"AED 3,04,424"
1717,4,2,Urban,1998,"AED 2,40,869"
1734,3,2,Urban,1982,"AED 2,12,120"
2407,4,1,Urban,1968,"AED 2,01,291"
2587,5,2,Suburb,2020,"AED 2,83,950"
1850,2,1,Suburb,1955,"AED 2,37,899"
2529,5,3,Urban,1977,"AED 2,18,263"
2390,4,2,Suburb,2014,"AED 2,22,996"
1143,3,1,Suburb,1963,"AED 1,48,993"
1884,4,3,Suburb,1961,"AED 2,39,641"
2092,3,1,Rural,2008,"AED 2,26,599"
2122,2,1,Urban,2020,"AED 2,29,393"
1395,5,3,Urban,1957,"AED 1,45,356"
2048,5,2,Suburb,1959,"AED 2,18,498"
1947,2,3,Suburb,2019,"AED 1,11,367"
1890,4,1,Suburb,1997,"AED 2,05,938"
2492,2,3,Rural,2003,"AED 3,19,364"
2507,5,1,Rural,1999,"AED 3,21,563"
2588,3,3,Urban,1996,"AED 3,19,101"
2174,5,2,Urban,1978,"AED 2,05,614"
2167,4,3,Rural,1958,"AED 2,66,522"
1568,3,3,Rural,2015,"AED 1,29,902"
2062,4,2,Rural,2018,"AED 2,46,504"
1108,5,1,Urban,2003,"AED 83,000"
2716,5,3,Urban,1965,"AED 2,07,233"
2065,3,1,Urban,1957,"AED 1,35,033"
2209,4,3,Suburb,1971,"AED 2,96,655"
1934,3,2,Urban,1964,"AED 2,59,611"
1397,3,3,Suburb,1977,"AED 1,54,225"
2246,4,1,Urban,1978,"AED 1,84,168"
1633,3,1,Urban,1981,"AED 1,28,512"
2156,2,2,Urban,1965,"AED 1,99,376"
2186,3,1,Suburb,1982,"AED 3,05,463"
2238,5,2,Rural,1985,"AED 2,30,947"
1732,4,2,Suburb,1988,"AED 1,99,698"
1234,5,1,Urban,1999,"AED 1,96,147"
2866,2,1,Rural,2017,"AED 2,74,488"
1657,2,2,Suburb,1963,"AED 1,85,034"
1750,3,1,Rural,1988,"AED 2,22,984"
1587,5,2,Suburb,2020,"AED 2,08,335"
2032,3,3,Rural,1969,"AED 2,54,290"
2097,3,1,Urban,1999,"AED 2,47,008"
1953,5,1,Suburb,1988,"AED 1,89,607"
1491,2,2,Suburb,1957,"AED 1,88,387"
1912,2,3,Suburb,1979,"AED 2,17,927"
2276,2,3,Rural,1969,"AED 2,11,264"
2253,4,1,Urban,1977,"AED 1,93,912"
2542,4,2,Urban,2019,"AED 2,60,738"
2197,3,2,Urban,2003,"AED 2,77,508"
2676,4,1,Suburb,1969,"AED 2,88,140"
2191,4,3,Suburb,1972,"AED 3,10,818"
1169,5,2,Rural,1988,"AED 1,44,824"
2416,3,2,Suburb,1983,"AED 2,16,479"
1945,3,1,Urban,1971,"AED 2,08,194"
1794,5,1,Suburb,2006,"AED 2,53,265"
1633,2,3,Urban,1996,"AED 2,44,006"
2217,5,3,Urban,1967,"AED 1,86,246"
2540,2,2,Rural,1957,"AED 2,73,339"
1028,3,1,Urban,2010,"AED 1,45,807"
2188,3,1,Urban,1979,"AED 1,32,414"
2445,4,1,Rural,1998,"AED 3,80,655"
1338,4,3,Urban,2021,"AED 82,162"
2671,5,3,Rural,2012,"AED 2,13,977"
2519,4,2,Suburb,1998,"AED 2,25,675"
2388,3,1,Suburb,1992,"AED 2,53,720"
2856,3,3,Suburb,1966,"AED 2,06,099"
2365,2,1,Urban,2021,"AED 2,33,693"
1499,4,3,Suburb,1992,"AED 41,631"
2680,2,1,Suburb,2004,"AED 2,49,052"
1510,3,2,Suburb,2011,"AED 1,84,231"
2350,4,3,Rural,1971,"AED 3,08,214"
1216,2,3,Urban,1966,"AED 57,096"
2324,3,2,Urban,2017,"AED 1,82,389"
2155,2,2,Rural,1969,"AED 2,17,332"
2827,4,1,Urban,1978,"AED 3,50,243"
2093,2,3,Urban,1995,"AED 2,89,192"
2275,2,1,Suburb,1963,"AED 2,43,497"
2438,3,1,Suburb,1980,"AED 2,08,749"
2810,4,1,Urban,1980,"AED 2,67,006"
1444,5,3,Rural,1952,"AED 1,05,488"
1875,5,2,Rural,1971,"AED 2,69,844"
2205,2,1,Suburb,2002,"AED 2,38,841"
1166,3,3,Suburb,2003,"AED 2,06,852"
1090,4,1,Urban,1976,"AED 92,242"
1713,3,2,Rural,1981,"AED 1,33,711"
2881,4,2,Rural,1980,"AED 3,63,943"
2554,3,3,Suburb,1988,"AED 2,54,326"
1038,5,3,Rural,2011,"AED 1,15,581"
2149,5,2,Rural,2006,"AED 3,15,571"
2474,5,3,Suburb,2016,"AED 2,90,504"
1172,3,2,Rural,2011,"AED 1,92,191"
1652,3,1,Suburb,1982,"AED 2,04,042"
1753,2,2,Rural,2009,"AED 2,27,730"
2243,5,1,Suburb,1979,"AED 3,15,812"
2661,2,3,Urban,1962,"AED 2,35,355"
2081,3,1,Rural,1969,"AED 2,66,445"
2683,4,2,Rural,2021,"AED 3,73,582"
1475,5,3,Urban,1957,"AED 1,46,533"
1455,5,3,Rural,1970,"AED 1,41,659"
1828,5,2,Suburb,1962,"AED 3,11,639"
1894,5,3,Rural,1979,"AED 2,00,989"
2384,5,2,Urban,1998,"AED 2,84,764"
2958,3,1,Suburb,2007,"AED 2,29,455"
2024,5,1,Suburb,1995,"AED 2,53,041"
1386,5,3,Rural,1951,"AED 1,53,896"
2996,2,2,Urban,1968,"AED 3,40,001"
1347,4,2,Rural,1976,"AED 1,54,491"
1189,5,1,Rural,1956,"AED 1,94,760"
1504,2,1,Rural,1999,"AED 2,06,783"
2214,3,3,Urban,2002,"AED 2,53,979"
2531,2,2,Suburb,1990,"AED 2,34,624"
2392,5,3,Urban,1961,"AED 1,77,596"
2432,2,3,Urban,1966,"AED 2,44,735"
1823,2,3,Suburb,2021,"AED 2,36,688"
1928,3,2,Rural,2005,"AED 2,05,486"
1933,2,1,Rural,1970,"AED 2,14,958"
2140,3,2,Urban,1963,"AED 2,32,002"
1133,3,2,Urban,1971,"AED 31,142"
1057,2,2,Suburb,1958,"AED 1,18,092"
2579,5,3,Urban,1955,"AED 2,95,625"
1684,4,3,Rural,1978,"AED 1,78,077"
1671,2,2,Suburb,1993,"AED 1,95,992"
1172,2,3,Rural,1965,"AED 48,427"
2852,2,3,Rural,1993,"AED 2,37,828"
1814,4,1,Suburb,1978,"AED 2,24,582"
2172,4,2,Suburb,1970,"AED 2,40,740"
1079,3,2,Rural,2015,"AED 1,95,945"
1885,4,3,Suburb,2021,"AED 2,49,861"
2236,4,2,Suburb,1985,"AED 3,26,922"
1202,2,2,Urban,1952,"AED 2,06,066"
1763,3,2,Urban,2006,"AED 2,12,179"
2252,5,2,Rural,1998,"AED 3,16,517"
2699,3,3,Rural,1990,"AED 2,40,509"
2250,4,1,Suburb,1999,"AED 2,79,074"
2682,4,3,Suburb,1963,"AED 2,44,530"
2555,2,1,Urban,1972,"AED 3,54,767"
2464,5,2,Suburb,2015,"AED 2,76,540"
2425,5,2,Rural,1989,"AED 2,69,754"
1046,5,2,Urban,1970,"AED 92,737"
2256,4,2,Rural,1992,"AED 90,257"
2328,4,2,Rural,1995,"AED 2,56,324"
2549,3,2,Rural,1997,"AED 2,15,428"
2166,4,2,Rural,2018,"AED 3,49,938"
2438,5,1,Rural,1979,"AED 2,70,658"
2536,5,3,Urban,1989,"AED 3,41,876"
2396,5,2,Rural,1991,"AED 3,33,080"
2589,2,2,Rural,1973,"AED 3,52,650"
2909,3,2,Rural,2008,"AED 3,84,570"
2282,3,1,Rural,2014,"AED 2,95,735"
1655,4,2,Suburb,2003,"AED 1,95,195"
1470,2,3,Urban,2008,"AED 95,133"
2976,3,1,Urban,2009,"AED 2,99,965"
1970,2,1,Suburb,1987,"AED 1,97,932"
2035,2,2,Rural,1951,"AED 2,34,130"
2353,4,1,Urban,2014,"AED 3,52,244"
1735,2,2,Rural,1957,"AED 1,95,769"
1783,3,3,Suburb,1960,"AED 1,89,727"
1967,4,3,Urban,1991,"AED 2,35,664"
1357,3,1,Urban,2004,"AED 82,171"
1971,2,1,Rural,1990,"AED 2,38,246"
2431,2,2,Suburb,1952,"AED 2,09,647"
1667,5,1,Urban,1960,"AED 2,04,634"
1372,4,3,Rural,2009,"AED 1,21,797"
2031,4,1,Rural,1959,"AED 2,32,914"
2145,5,3,Rural,1961,"AED 2,60,745"
2371,3,2,Rural,2017,"AED 2,95,669"
1675,3,3,Suburb,1950,"AED 2,22,875"
1089,2,1,Urban,1989,"AED 1,69,572"
2671,4,3,Rural,1988,"AED 3,01,401"
1697,2,3,Suburb,1965,"AED 1,46,521"
2339,5,1,Urban,1974,"AED 2,39,841"
2201,2,2,Urban,1977,"AED 2,50,996"
1539,3,3,Rural,1992,"AED 2,30,483"
1731,3,1,Urban,1956,"AED 2,19,341"
1868,5,3,Rural,1978,"AED 2,71,113"
1040,3,3,Suburb,2012,"AED 1,54,007"
1739,5,3,Urban,1960,"AED 2,08,432"
2727,4,2,Rural,1950,"AED 3,12,735"
2946,5,3,Suburb,1977,"AED 3,42,150"
1501,5,1,Rural,1995,"AED 1,98,493"
1958,5,1,Urban,1952,"AED 2,56,780"
2168,3,3,Suburb,1963,"AED 2,33,297"
2224,4,2,Urban,1988,"AED 2,67,939"
1928,2,1,Urban,1974,"AED 2,10,800"
2747,4,2,Rural,1984,"AED 3,73,797"
1460,3,2,Rural,1979,"AED 1,28,689"
1731,4,1,Suburb,1989,"AED 1,49,709"
1751,4,1,Rural,1960,"AED 1,67,144"
1924,5,2,Suburb,2015,"AED 1,80,985"
1908,5,3,Urban,1988,"AED 2,07,715"
2581,3,2,Urban,1977,"AED 2,26,303"
2570,5,1,Urban,2013,"AED 3,41,996"
2276,3,2,Urban,1952,"AED 2,61,788"
1389,2,1,Suburb,1955,"AED 1,69,312"
2617,4,3,Suburb,1985,"AED 2,46,554"
1882,2,3,Urban,1952,"AED 2,18,620"
1255,2,3,Rural,1969,"AED 1,52,645"
1708,4,3,Urban,2019,"AED 79,442"
2838,5,3,Suburb,2006,"AED 2,51,682"
2944,2,1,Rural,2001,"AED 2,70,128"
1449,4,2,Urban,1958,"AED 2,07,723"
1009,2,3,Urban,2017,"AED 1,00,701"
1823,2,1,Suburb,2019,"AED 2,36,683"
1797,4,2,Suburb,1999,"AED 2,34,486"
2265,5,2,Suburb,1955,"AED 1,65,567"
2274,3,3,Suburb,1992,"AED 2,86,490"
1876,4,3,Rural,2005,"AED 1,77,401"
2028,3,2,Rural,1966,"AED 2,49,909"
2142,4,2,Suburb,1981,"AED 1,61,743"
2015,4,1,Rural,1960,"AED 1,87,144"
2824,3,3,Urban,1975,"AED 2,47,403"
1373,3,2,Rural,1967,"AED 1,55,359"
2088,5,2,Urban,1979,"AED 2,79,165"
1145,4,3,Suburb,2013,"AED 89,763"
1223,4,1,Urban,1981,"AED 1,81,760"
2262,4,1,Suburb,2006,"AED 2,44,216"
1176,5,3,Suburb,2011,"AED 2,45,338"
2802,3,1,Suburb,1956,"AED 3,03,159"
1852,4,1,Rural,1954,"AED 1,56,794"
2305,3,1,Urban,2019,"AED 2,90,484"
1062,5,2,Rural,1963,"AED 94,671"
2240,2,2,Suburb,1995,"AED 1,94,460"
2877,3,1,Rural,1961,"AED 2,82,959"
1826,5,3,Suburb,1999,"AED 2,03,994"
1794,2,3,Urban,1990,"AED 2,05,849"
1688,4,3,Suburb,1957,"AED 1,49,216"
2484,4,1,Suburb,1952,"AED 2,46,342"
2952,3,3,Rural,2001,"AED 2,89,062"
2633,2,2,Suburb,1960,"AED 2,96,128"
1104,5,3,Urban,1997,"AED 97,422"
2122,4,3,Urban,1961,"AED 1,63,522"
1510,4,2,Suburb,2000,"AED 1,22,252"
1384,2,2,Urban,1953,"AED 1,33,771"
1404,5,1,Suburb,1966,"AED 1,84,801"
1822,4,1,Suburb,1978,"AED 2,51,021"
1517,4,1,Urban,1972,"AED 1,15,264"
1475,3,1,Rural,2011,"AED 90,949"
1708,5,1,Suburb,1961,"AED 1,89,782"
2886,4,2,Rural,1997,"AED 2,80,072"
2668,2,2,Rural,1982,"AED 2,58,006"
2893,4,2,Suburb,1962,"AED 3,86,754"
1770,5,3,Urban,1987,"AED 1,46,604"
2460,3,3,Suburb,1999,"AED 2,59,606"
2046,4,3,Urban,1961,"AED 2,59,302"
1996,2,1,Suburb,1975,"AED 1,72,699"
2588,4,3,Rural,2014,"AED 3,39,032"
1676,2,1,Suburb,1952,"AED 2,55,612"
1713,5,1,Urban,1957,"AED 1,92,247"
2481,3,1,Urban,1979,"AED 3,45,003"
1082,5,1,Suburb,1992,"AED 1,42,634"
2168,4,3,Urban,1963,"AED 1,95,356"
2108,4,2,Suburb,1966,"AED 2,79,339"
2101,3,1,Rural,2020,"AED 1,76,065"
1456,2,3,Suburb,1989,"AED 1,02,687"
2901,5,1,Suburb,2015,"AED 3,57,085"
1000,2,1,Urban,1957,"AED 77,594"
1050,4,2,Suburb,1955,"AED 2,18,059"
1684,2,1,Rural,1967,"AED 97,481"
1716,5,2,Rural,2015,"AED 2,51,998"
2795,2,3,Suburb,1951,"AED 2,91,568"
2469,4,1,Urban,2009,"AED 1,64,581"
1448,5,2,Rural,1952,"AED 2,32,049"
1880,2,1,Suburb,1956,"AED 1,53,154"
1487,2,1,Suburb,1996,"AED 40,231"
2823,5,1,Rural,1979,"AED 4,00,579"
1033,4,2,Urban,1984,"AED 1,71,696"
2371,5,3,Suburb,2008,"AED 2,55,858"
1094,4,2,Rural,2011,"AED 1,98,667"
2095,2,3,Suburb,1996,"AED 2,32,521"
2574,5,2,Rural,1966,"AED 2,96,499"
1153,4,2,Suburb,2002,"AED 2,20,954"
1249,5,3,Urban,1982,"AED 1,77,512"
1673,2,3,Urban,2012,"AED 2,43,821"
1437,5,3,Rural,1991,"AED 1,52,096"
1117,2,2,Suburb,1997,"AED 62,277"
1770,2,3,Urban,2011,"AED 1,82,285"
2914,2,1,Rural,1956,"AED 3,39,184"
2329,4,1,Urban,2004,"AED 3,35,254"
1267,4,1,Urban,1987,"AED 1,57,519"
2984,3,1,Suburb,2018,"AED 4,24,502"
2077,4,3,Suburb,1988,"AED 2,02,780"
1235,3,3,Urban,1978,"AED 1,06,521"
1388,5,1,Urban,1978,"AED 1,78,039"
1989,2,3,Urban,2004,"AED 2,33,633"
2757,4,1,Urban,2009,"AED 2,86,469"
1762,2,2,Rural,2015,"AED 1,73,139"
2848,3,3,Rural,1953,"AED 2,73,489"
1400,4,2,Urban,1969,"AED 2,05,886"
1623,4,3,Suburb,2000,"AED 2,00,613"
1766,4,3,Suburb,2019,"AED 2,27,039"
2326,4,3,Rural,2004,"AED 1,41,391"
1918,2,2,Urban,1995,"AED 2,67,982"
2230,4,2,Suburb,1996,"AED 2,07,818"
2252,3,1,Urban,2019,"AED 3,09,843"
1852,4,2,Rural,1963,"AED 1,51,088"
2933,3,2,Rural,1954,"AED 2,51,312"
1577,3,1,Suburb,1981,"AED 1,53,391"
1074,2,2,Urban,1991,"AED 1,45,293"
1434,4,2,Rural,1989,"AED 2,27,151"
1102,3,1,Suburb,1969,"AED 1,19,348"
2445,4,2,Urban,1994,"AED 2,40,111"
2727,2,1,Urban,1961,"AED 3,49,505"
